Ileak	T	Leff
2.858566e-09	5.330480e+02	2.101224e-08
3.098996e-09	5.413133e+02	2.101224e-08
3.352947e-09	5.495786e+02	2.101224e-08
3.620910e-09	5.578439e+02	2.101224e-08
3.903555e-09	5.661092e+02	2.101224e-08
4.201930e-09	5.743745e+02	2.101224e-08
4.517858e-09	5.826398e+02	2.101224e-08
4.854710e-09	5.909051e+02	2.101224e-08
5.218912e-09	5.991704e+02	2.101224e-08
5.622782e-09	6.074357e+02	2.101224e-08
6.089841e-09	6.157010e+02	2.101224e-08
6.664518e-09	6.239663e+02	2.101224e-08
7.429660e-09	6.322316e+02	2.101224e-08
8.537580e-09	6.404969e+02	2.101224e-08
1.026427e-08	6.487622e+02	2.101224e-08
1.310265e-08	6.570276e+02	2.101224e-08
1.792038e-08	6.652929e+02	2.101224e-08
2.622343e-08	6.735582e+02	2.101224e-08
4.058900e-08	6.818235e+02	2.101224e-08
6.536625e-08	6.900888e+02	2.101224e-08
1.077925e-07	6.983541e+02	2.101224e-08
1.797424e-07	7.066194e+02	2.101224e-08
3.004207e-07	7.148847e+02	2.101224e-08
5.004314e-07	7.231500e+02	2.101224e-08
1.359745e-10	3.181500e+02	2.112245e-08
1.559308e-10	3.264153e+02	2.112245e-08
1.793194e-10	3.346806e+02	2.112245e-08
2.065095e-10	3.429459e+02	2.112245e-08
2.378807e-10	3.512112e+02	2.112245e-08
2.738214e-10	3.594765e+02	2.112245e-08
3.147260e-10	3.677418e+02	2.112245e-08
3.609937e-10	3.760071e+02	2.112245e-08
4.130272e-10	3.842724e+02	2.112245e-08
4.712308e-10	3.925378e+02	2.112245e-08
5.360066e-10	4.008031e+02	2.112245e-08
6.077573e-10	4.090684e+02	2.112245e-08
6.868828e-10	4.173337e+02	2.112245e-08
7.737792e-10	4.255990e+02	2.112245e-08
8.688386e-10	4.338643e+02	2.112245e-08
9.724481e-10	4.421296e+02	2.112245e-08
1.084990e-09	4.503949e+02	2.112245e-08
1.206840e-09	4.586602e+02	2.112245e-08
1.338370e-09	4.669255e+02	2.112245e-08
1.479943e-09	4.751908e+02	2.112245e-08
1.631921e-09	4.834561e+02	2.112245e-08
1.794656e-09	4.917214e+02	2.112245e-08
1.968499e-09	4.999867e+02	2.112245e-08
2.153794e-09	5.082520e+02	2.112245e-08
2.350884e-09	5.165173e+02	2.112245e-08
2.560115e-09	5.247827e+02	2.112245e-08
2.781828e-09	5.330480e+02	2.112245e-08
3.016389e-09	5.413133e+02	2.112245e-08
3.264198e-09	5.495786e+02	2.112245e-08
3.525740e-09	5.578439e+02	2.112245e-08
3.801680e-09	5.661092e+02	2.112245e-08
4.093061e-09	5.743745e+02	2.112245e-08
4.401699e-09	5.826398e+02	2.112245e-08
4.730962e-09	5.909051e+02	2.112245e-08
5.087269e-09	5.991704e+02	2.112245e-08
5.482932e-09	6.074357e+02	2.112245e-08
5.941465e-09	6.157010e+02	2.112245e-08
6.507291e-09	6.239663e+02	2.112245e-08
7.263249e-09	6.322316e+02	2.112245e-08
8.361643e-09	6.404969e+02	2.112245e-08
1.007845e-08	6.487622e+02	2.112245e-08
1.290661e-08	6.570276e+02	2.112245e-08
1.771373e-08	6.652929e+02	2.112245e-08
2.600580e-08	6.735582e+02	2.112245e-08
4.036001e-08	6.818235e+02	2.112245e-08
6.512549e-08	6.900888e+02	2.112245e-08
1.075396e-07	6.983541e+02	2.112245e-08
1.794768e-07	7.066194e+02	2.112245e-08
3.001420e-07	7.148847e+02	2.112245e-08
5.001392e-07	7.231500e+02	2.112245e-08
1.330048e-10	3.181500e+02	2.123265e-08
1.522854e-10	3.264153e+02	2.123265e-08
1.748955e-10	3.346806e+02	2.123265e-08
2.011957e-10	3.429459e+02	2.123265e-08
2.315570e-10	3.512112e+02	2.123265e-08
2.663594e-10	3.594765e+02	2.123265e-08
3.059891e-10	3.677418e+02	2.123265e-08
3.508372e-10	3.760071e+02	2.123265e-08
4.012985e-10	3.842724e+02	2.123265e-08
4.577698e-10	3.925378e+02	2.123265e-08
5.206456e-10	4.008031e+02	2.123265e-08
5.903218e-10	4.090684e+02	2.123265e-08
6.671911e-10	4.173337e+02	2.123265e-08
7.516434e-10	4.255990e+02	2.123265e-08
8.440642e-10	4.338643e+02	2.123265e-08
9.448348e-10	4.421296e+02	2.123265e-08
1.054331e-09	4.503949e+02	2.123265e-08
1.172924e-09	4.586602e+02	2.123265e-08
1.300980e-09	4.669255e+02	2.123265e-08
1.438857e-09	4.751908e+02	2.123265e-08
1.586910e-09	4.834561e+02	2.123265e-08
1.745489e-09	4.917214e+02	2.123265e-08
1.914938e-09	4.999867e+02	2.123265e-08
2.095597e-09	5.082520e+02	2.123265e-08
2.287806e-09	5.165173e+02	2.123265e-08
2.491903e-09	5.247827e+02	2.123265e-08
2.708228e-09	5.330480e+02	2.123265e-08
2.937140e-09	5.413133e+02	2.123265e-08
3.179035e-09	5.495786e+02	2.123265e-08
3.434393e-09	5.578439e+02	2.123265e-08
3.703874e-09	5.661092e+02	2.123265e-08
3.988516e-09	5.743745e+02	2.123265e-08
4.290131e-09	5.826398e+02	2.123265e-08
4.612081e-09	5.909051e+02	2.123265e-08
4.960778e-09	5.991704e+02	2.123265e-08
5.348530e-09	6.074357e+02	2.123265e-08
5.798842e-09	6.157010e+02	2.123265e-08
6.356133e-09	6.239663e+02	2.123265e-08
7.103234e-09	6.322316e+02	2.123265e-08
8.192441e-09	6.404969e+02	2.123265e-08
9.899728e-09	6.487622e+02	2.123265e-08
1.271801e-08	6.570276e+02	2.123265e-08
1.751491e-08	6.652929e+02	2.123265e-08
2.579639e-08	6.735582e+02	2.123265e-08
4.013962e-08	6.818235e+02	2.123265e-08
6.489375e-08	6.900888e+02	2.123265e-08
1.072961e-07	6.983541e+02	2.123265e-08
1.792211e-07	7.066194e+02	2.123265e-08
2.998737e-07	7.148847e+02	2.123265e-08
4.998578e-07	7.231500e+02	2.123265e-08
1.301950e-10	3.181500e+02	2.134286e-08
1.488319e-10	3.264153e+02	2.134286e-08
1.706997e-10	3.346806e+02	2.134286e-08
1.961509e-10	3.429459e+02	2.134286e-08
2.255481e-10	3.512112e+02	2.134286e-08
2.592632e-10	3.594765e+02	2.134286e-08
2.976744e-10	3.677418e+02	2.134286e-08
3.411650e-10	3.760071e+02	2.134286e-08
3.901222e-10	3.842724e+02	2.134286e-08
4.449350e-10	3.925378e+02	2.134286e-08
5.059912e-10	4.008031e+02	2.134286e-08
5.736795e-10	4.090684e+02	2.134286e-08
6.483861e-10	4.173337e+02	2.134286e-08
7.304943e-10	4.255990e+02	2.134286e-08
8.203836e-10	4.338643e+02	2.134286e-08
9.184294e-10	4.421296e+02	2.134286e-08
1.025002e-09	4.503949e+02	2.134286e-08
1.140467e-09	4.586602e+02	2.134286e-08
1.265184e-09	4.669255e+02	2.134286e-08
1.399508e-09	4.751908e+02	2.134286e-08
1.543788e-09	4.834561e+02	2.134286e-08
1.698370e-09	4.917214e+02	2.134286e-08
1.863592e-09	4.999867e+02	2.134286e-08
2.039791e-09	5.082520e+02	2.134286e-08
2.227300e-09	5.165173e+02	2.134286e-08
2.426456e-09	5.247827e+02	2.134286e-08
2.637591e-09	5.330480e+02	2.134286e-08
2.861062e-09	5.413133e+02	2.134286e-08
3.097260e-09	5.495786e+02	2.134286e-08
3.346659e-09	5.578439e+02	2.134286e-08
3.609915e-09	5.661092e+02	2.134286e-08
3.888062e-09	5.743745e+02	2.134286e-08
4.182906e-09	5.826398e+02	2.134286e-08
4.497803e-09	5.909051e+02	2.134286e-08
4.839161e-09	5.991704e+02	2.134286e-08
5.219281e-09	6.074357e+02	2.134286e-08
5.661664e-09	6.157010e+02	2.134286e-08
6.210719e-09	6.239663e+02	2.134286e-08
6.949274e-09	6.322316e+02	2.134286e-08
8.029616e-09	6.404969e+02	2.134286e-08
9.727712e-09	6.487622e+02	2.134286e-08
1.253647e-08	6.570276e+02	2.134286e-08
1.732349e-08	6.652929e+02	2.134286e-08
2.559475e-08	6.735582e+02	2.134286e-08
3.992739e-08	6.818235e+02	2.134286e-08
6.467054e-08	6.900888e+02	2.134286e-08
1.070615e-07	6.983541e+02	2.134286e-08
1.789748e-07	7.066194e+02	2.134286e-08
2.996152e-07	7.148847e+02	2.134286e-08
4.995867e-07	7.231500e+02	2.134286e-08
1.275356e-10	3.181500e+02	2.145306e-08
1.455591e-10	3.264153e+02	2.145306e-08
1.667190e-10	3.346806e+02	2.145306e-08
1.913598e-10	3.429459e+02	2.145306e-08
2.198365e-10	3.512112e+02	2.145306e-08
2.525126e-10	3.594765e+02	2.145306e-08
2.897589e-10	3.677418e+02	2.145306e-08
3.319509e-10	3.760071e+02	2.145306e-08
3.794683e-10	3.842724e+02	2.145306e-08
4.326932e-10	3.925378e+02	2.145306e-08
4.920061e-10	4.008031e+02	2.145306e-08
5.577891e-10	4.090684e+02	2.145306e-08
6.304219e-10	4.173337e+02	2.145306e-08
7.102815e-10	4.255990e+02	2.145306e-08
7.977414e-10	4.338643e+02	2.145306e-08
8.931711e-10	4.421296e+02	2.145306e-08
9.969356e-10	4.503949e+02	2.145306e-08
1.109395e-09	4.586602e+02	2.145306e-08
1.230904e-09	4.669255e+02	2.145306e-08
1.361812e-09	4.751908e+02	2.145306e-08
1.502464e-09	4.834561e+02	2.145306e-08
1.653200e-09	4.917214e+02	2.145306e-08
1.814355e-09	4.999867e+02	2.145306e-08
1.986261e-09	5.082520e+02	2.145306e-08
2.169246e-09	5.165173e+02	2.145306e-08
2.363643e-09	5.247827e+02	2.145306e-08
2.569780e-09	5.330480e+02	2.145306e-08
2.788009e-09	5.413133e+02	2.145306e-08
3.018716e-09	5.495786e+02	2.145306e-08
3.262372e-09	5.578439e+02	2.145306e-08
3.519627e-09	5.661092e+02	2.145306e-08
3.791512e-09	5.743745e+02	2.145306e-08
4.079826e-09	5.826398e+02	2.145306e-08
4.387921e-09	5.909051e+02	2.145306e-08
4.722199e-09	5.991704e+02	2.145306e-08
5.094957e-09	6.074357e+02	2.145306e-08
5.529688e-09	6.157010e+02	2.145306e-08
6.070798e-09	6.239663e+02	2.145306e-08
6.801104e-09	6.322316e+02	2.145306e-08
7.872889e-09	6.404969e+02	2.145306e-08
9.562111e-09	6.487622e+02	2.145306e-08
1.236167e-08	6.570276e+02	2.145306e-08
1.713916e-08	6.652929e+02	2.145306e-08
2.540054e-08	6.735582e+02	2.145306e-08
3.972296e-08	6.818235e+02	2.145306e-08
6.445553e-08	6.900888e+02	2.145306e-08
1.068355e-07	6.983541e+02	2.145306e-08
1.787375e-07	7.066194e+02	2.145306e-08
2.993661e-07	7.148847e+02	2.145306e-08
4.993254e-07	7.231500e+02	2.145306e-08
1.250171e-10	3.181500e+02	2.156327e-08
1.424554e-10	3.264153e+02	2.156327e-08
1.629397e-10	3.346806e+02	2.156327e-08
1.868067e-10	3.429459e+02	2.156327e-08
2.144035e-10	3.512112e+02	2.156327e-08
2.460863e-10	3.594765e+02	2.156327e-08
2.822181e-10	3.677418e+02	2.156327e-08
3.231670e-10	3.760071e+02	2.156327e-08
3.693056e-10	3.842724e+02	2.156327e-08
4.210088e-10	3.925378e+02	2.156327e-08
4.786506e-10	4.008031e+02	2.156327e-08
5.426062e-10	4.090684e+02	2.156327e-08
6.132492e-10	4.173337e+02	2.156327e-08
6.909504e-10	4.255990e+02	2.156327e-08
7.760774e-10	4.338643e+02	2.156327e-08
8.689940e-10	4.421296e+02	2.156327e-08
9.700599e-10	4.503949e+02	2.156327e-08
1.079630e-09	4.586602e+02	2.156327e-08
1.198053e-09	4.669255e+02	2.156327e-08
1.325675e-09	4.751908e+02	2.156327e-08
1.462836e-09	4.834561e+02	2.156327e-08
1.609871e-09	4.917214e+02	2.156327e-08
1.767110e-09	4.999867e+02	2.156327e-08
1.934881e-09	5.082520e+02	2.156327e-08
2.113509e-09	5.165173e+02	2.156327e-08
2.303320e-09	5.247827e+02	2.156327e-08
2.504640e-09	5.330480e+02	2.156327e-08
2.717816e-09	5.413133e+02	2.156327e-08
2.943229e-09	5.495786e+02	2.156327e-08
3.181346e-09	5.578439e+02	2.156327e-08
3.432814e-09	5.661092e+02	2.156327e-08
3.698656e-09	5.743745e+02	2.156327e-08
3.980670e-09	5.826398e+02	2.156327e-08
4.282201e-09	5.909051e+02	2.156327e-08
4.609646e-09	5.991704e+02	2.156327e-08
4.975297e-09	6.074357e+02	2.156327e-08
5.402641e-09	6.157010e+02	2.156327e-08
5.936077e-09	6.239663e+02	2.156327e-08
6.658418e-09	6.322316e+02	2.156327e-08
7.721940e-09	6.404969e+02	2.156327e-08
9.402591e-09	6.487622e+02	2.156327e-08
1.219327e-08	6.570276e+02	2.156327e-08
1.696155e-08	6.652929e+02	2.156327e-08
2.521339e-08	6.735582e+02	2.156327e-08
3.952593e-08	6.818235e+02	2.156327e-08
6.424826e-08	6.900888e+02	2.156327e-08
1.066177e-07	6.983541e+02	2.156327e-08
1.785086e-07	7.066194e+02	2.156327e-08
2.991259e-07	7.148847e+02	2.156327e-08
4.990734e-07	7.231500e+02	2.156327e-08
1.226313e-10	3.181500e+02	2.167347e-08
1.395112e-10	3.264153e+02	2.167347e-08
1.593505e-10	3.346806e+02	2.167347e-08
1.824783e-10	3.429459e+02	2.167347e-08
2.092341e-10	3.512112e+02	2.167347e-08
2.399667e-10	3.594765e+02	2.167347e-08
2.750319e-10	3.677418e+02	2.167347e-08
3.147905e-10	3.760071e+02	2.167347e-08
3.596082e-10	3.842724e+02	2.167347e-08
4.098530e-10	3.925378e+02	2.167347e-08
4.658922e-10	4.008031e+02	2.167347e-08
5.280948e-10	4.090684e+02	2.167347e-08
5.968280e-10	4.173337e+02	2.167347e-08
6.724568e-10	4.255990e+02	2.167347e-08
7.553429e-10	4.338643e+02	2.167347e-08
8.458448e-10	4.421296e+02	2.167347e-08
9.443166e-10	4.503949e+02	2.167347e-08
1.051108e-09	4.586602e+02	2.167347e-08
1.166564e-09	4.669255e+02	2.167347e-08
1.291025e-09	4.751908e+02	2.167347e-08
1.424825e-09	4.834561e+02	2.167347e-08
1.568296e-09	4.917214e+02	2.167347e-08
1.721765e-09	4.999867e+02	2.167347e-08
1.885553e-09	5.082520e+02	2.167347e-08
2.059982e-09	5.165173e+02	2.167347e-08
2.245373e-09	5.247827e+02	2.167347e-08
2.442050e-09	5.330480e+02	2.167347e-08
2.650353e-09	5.413133e+02	2.167347e-08
2.870661e-09	5.495786e+02	2.167347e-08
3.103436e-09	5.578439e+02	2.167347e-08
3.349320e-09	5.661092e+02	2.167347e-08
3.609333e-09	5.743745e+02	2.167347e-08
3.885266e-09	5.826398e+02	2.167347e-08
4.180461e-09	5.909051e+02	2.167347e-08
4.501310e-09	5.991704e+02	2.167347e-08
4.860099e-09	6.074357e+02	2.167347e-08
5.280310e-09	6.157010e+02	2.167347e-08
5.806336e-09	6.239663e+02	2.167347e-08
6.520983e-09	6.322316e+02	2.167347e-08
7.576522e-09	6.404969e+02	2.167347e-08
9.248893e-09	6.487622e+02	2.167347e-08
1.203098e-08	6.570276e+02	2.167347e-08
1.679038e-08	6.652929e+02	2.167347e-08
2.503300e-08	6.735582e+02	2.167347e-08
3.933599e-08	6.818235e+02	2.167347e-08
6.404843e-08	6.900888e+02	2.167347e-08
1.064076e-07	6.983541e+02	2.167347e-08
1.782879e-07	7.066194e+02	2.167347e-08
2.988942e-07	7.148847e+02	2.167347e-08
4.988303e-07	7.231500e+02	2.167347e-08
1.203700e-10	3.181500e+02	2.178367e-08
1.367169e-10	3.264153e+02	2.178367e-08
1.559400e-10	3.346806e+02	2.178367e-08
1.783611e-10	3.429459e+02	2.178367e-08
2.043125e-10	3.512112e+02	2.178367e-08
2.341358e-10	3.594765e+02	2.178367e-08
2.681796e-10	3.677418e+02	2.178367e-08
3.067979e-10	3.760071e+02	2.178367e-08
3.503494e-10	3.842724e+02	2.178367e-08
3.991955e-10	3.925378e+02	2.178367e-08
4.536972e-10	4.008031e+02	2.178367e-08
5.142172e-10	4.090684e+02	2.178367e-08
5.811164e-10	4.173337e+02	2.178367e-08
6.547543e-10	4.255990e+02	2.178367e-08
7.354869e-10	4.338643e+02	2.178367e-08
8.236673e-10	4.421296e+02	2.178367e-08
9.196444e-10	4.503949e+02	2.178367e-08
1.023763e-09	4.586602e+02	2.178367e-08
1.136363e-09	4.669255e+02	2.178367e-08
1.257780e-09	4.751908e+02	2.178367e-08
1.388344e-09	4.834561e+02	2.178367e-08
1.528383e-09	4.917214e+02	2.178367e-08
1.678218e-09	4.999867e+02	2.178367e-08
1.838168e-09	5.082520e+02	2.178367e-08
2.008549e-09	5.165173e+02	2.178367e-08
2.189680e-09	5.247827e+02	2.178367e-08
2.381877e-09	5.330480e+02	2.178367e-08
2.585480e-09	5.413133e+02	2.178367e-08
2.800863e-09	5.495786e+02	2.178367e-08
3.028483e-09	5.578439e+02	2.178367e-08
3.268977e-09	5.661092e+02	2.178367e-08
3.523362e-09	5.743745e+02	2.178367e-08
3.793424e-09	5.826398e+02	2.178367e-08
4.082501e-09	5.909051e+02	2.178367e-08
4.396979e-09	5.991704e+02	2.178367e-08
4.749139e-09	6.074357e+02	2.178367e-08
5.162459e-09	6.157010e+02	2.178367e-08
5.681325e-09	6.239663e+02	2.178367e-08
6.388539e-09	6.322316e+02	2.178367e-08
7.436362e-09	6.404969e+02	2.178367e-08
9.100732e-09	6.487622e+02	2.178367e-08
1.187452e-08	6.570276e+02	2.178367e-08
1.662532e-08	6.652929e+02	2.178367e-08
2.485903e-08	6.735582e+02	2.178367e-08
3.915278e-08	6.818235e+02	2.178367e-08
6.385567e-08	6.900888e+02	2.178367e-08
1.062049e-07	6.983541e+02	2.178367e-08
1.780750e-07	7.066194e+02	2.178367e-08
2.986706e-07	7.148847e+02	2.178367e-08
4.985957e-07	7.231500e+02	2.178367e-08
1.182256e-10	3.181500e+02	2.189388e-08
1.340634e-10	3.264153e+02	2.189388e-08
1.526975e-10	3.346806e+02	2.189388e-08
1.744426e-10	3.429459e+02	2.189388e-08
1.996242e-10	3.512112e+02	2.189388e-08
2.285767e-10	3.594765e+02	2.189388e-08
2.616419e-10	3.677418e+02	2.189388e-08
2.991671e-10	3.760071e+02	2.189388e-08
3.415043e-10	3.842724e+02	2.189388e-08
3.890084e-10	3.925378e+02	2.189388e-08
4.420341e-10	4.008031e+02	2.189388e-08
5.009380e-10	4.090684e+02	2.189388e-08
5.660754e-10	4.173337e+02	2.189388e-08
6.377996e-10	4.255990e+02	2.189388e-08
7.164616e-10	4.338643e+02	2.189388e-08
8.024090e-10	4.421296e+02	2.189388e-08
8.959856e-10	4.503949e+02	2.189388e-08
9.975313e-10	4.586602e+02	2.189388e-08
1.107381e-09	4.669255e+02	2.189388e-08
1.225867e-09	4.751908e+02	2.189388e-08
1.353314e-09	4.834561e+02	2.189388e-08
1.490045e-09	4.917214e+02	2.189388e-08
1.636377e-09	4.999867e+02	2.189388e-08
1.792626e-09	5.082520e+02	2.189388e-08
1.959103e-09	5.165173e+02	2.189388e-08
2.136123e-09	5.247827e+02	2.189388e-08
2.324000e-09	5.330480e+02	2.189388e-08
2.523067e-09	5.413133e+02	2.189388e-08
2.733695e-09	5.495786e+02	2.189388e-08
2.956337e-09	5.578439e+02	2.189388e-08
3.191627e-09	5.661092e+02	2.189388e-08
3.440576e-09	5.743745e+02	2.189388e-08
3.704967e-09	5.826398e+02	2.189388e-08
3.988133e-09	5.909051e+02	2.189388e-08
4.296455e-09	5.991704e+02	2.189388e-08
4.642209e-09	6.074357e+02	2.189388e-08
5.048869e-09	6.157010e+02	2.189388e-08
5.560814e-09	6.239663e+02	2.189388e-08
6.260841e-09	6.322316e+02	2.189388e-08
7.301206e-09	6.404969e+02	2.189388e-08
8.957837e-09	6.487622e+02	2.189388e-08
1.172361e-08	6.570276e+02	2.189388e-08
1.646608e-08	6.652929e+02	2.189388e-08
2.469118e-08	6.735582e+02	2.189388e-08
3.897600e-08	6.818235e+02	2.189388e-08
6.366963e-08	6.900888e+02	2.189388e-08
1.060093e-07	6.983541e+02	2.189388e-08
1.778695e-07	7.066194e+02	2.189388e-08
2.984548e-07	7.148847e+02	2.189388e-08
4.983693e-07	7.231500e+02	2.189388e-08
1.161916e-10	3.181500e+02	2.200408e-08
1.315429e-10	3.264153e+02	2.200408e-08
1.496138e-10	3.346806e+02	2.200408e-08
1.707122e-10	3.429459e+02	2.200408e-08
1.951568e-10	3.512112e+02	2.200408e-08
2.232753e-10	3.594765e+02	2.200408e-08
2.554027e-10	3.677418e+02	2.200408e-08
2.918797e-10	3.760071e+02	2.200408e-08
3.330520e-10	3.842724e+02	2.200408e-08
3.792681e-10	3.925378e+02	2.200408e-08
4.308765e-10	4.008031e+02	2.200408e-08
4.882281e-10	4.090684e+02	2.200408e-08
5.516722e-10	4.173337e+02	2.200408e-08
6.215567e-10	4.255990e+02	2.200408e-08
6.982272e-10	4.338643e+02	2.200408e-08
7.820262e-10	4.421296e+02	2.200408e-08
8.732925e-10	4.503949e+02	2.200408e-08
9.723612e-10	4.586602e+02	2.200408e-08
1.079563e-09	4.669255e+02	2.200408e-08
1.195224e-09	4.751908e+02	2.200408e-08
1.319667e-09	4.834561e+02	2.200408e-08
1.453209e-09	4.917214e+02	2.200408e-08
1.596165e-09	4.999867e+02	2.200408e-08
1.748844e-09	5.082520e+02	2.200408e-08
1.911556e-09	5.165173e+02	2.200408e-08
2.084610e-09	5.247827e+02	2.200408e-08
2.268316e-09	5.330480e+02	2.200408e-08
2.463005e-09	5.413133e+02	2.200408e-08
2.669042e-09	5.495786e+02	2.200408e-08
2.886878e-09	5.578439e+02	2.200408e-08
3.117142e-09	5.661092e+02	2.200408e-08
3.360840e-09	5.743745e+02	2.200408e-08
3.619752e-09	5.826398e+02	2.200408e-08
3.897206e-09	5.909051e+02	2.200408e-08
4.199578e-09	5.991704e+02	2.200408e-08
4.539141e-09	6.074357e+02	2.200408e-08
4.939362e-09	6.157010e+02	2.200408e-08
5.444616e-09	6.239663e+02	2.200408e-08
6.137694e-09	6.322316e+02	2.200408e-08
7.170846e-09	6.404969e+02	2.200408e-08
8.819994e-09	6.487622e+02	2.200408e-08
1.157800e-08	6.570276e+02	2.200408e-08
1.631243e-08	6.652929e+02	2.200408e-08
2.452919e-08	6.735582e+02	2.200408e-08
3.880538e-08	6.818235e+02	2.200408e-08
6.349006e-08	6.900888e+02	2.200408e-08
1.058205e-07	6.983541e+02	2.200408e-08
1.776710e-07	7.066194e+02	2.200408e-08
2.982464e-07	7.148847e+02	2.200408e-08
4.981505e-07	7.231500e+02	2.200408e-08
1.142614e-10	3.181500e+02	2.211429e-08
1.291474e-10	3.264153e+02	2.211429e-08
1.466794e-10	3.346806e+02	2.211429e-08
1.671587e-10	3.429459e+02	2.211429e-08
1.908973e-10	3.512112e+02	2.211429e-08
2.182163e-10	3.594765e+02	2.211429e-08
2.494444e-10	3.677418e+02	2.211429e-08
2.849158e-10	3.760071e+02	2.211429e-08
3.249698e-10	3.842724e+02	2.211429e-08
3.699488e-10	3.925378e+02	2.211429e-08
4.201957e-10	4.008031e+02	2.211429e-08
4.760550e-10	4.090684e+02	2.211429e-08
5.378709e-10	4.173337e+02	2.211429e-08
6.059857e-10	4.255990e+02	2.211429e-08
6.807398e-10	4.338643e+02	2.211429e-08
7.624705e-10	4.421296e+02	2.211429e-08
8.515121e-10	4.503949e+02	2.211429e-08
9.481946e-10	4.586602e+02	2.211429e-08
1.052844e-09	4.669255e+02	2.211429e-08
1.165784e-09	4.751908e+02	2.211429e-08
1.287330e-09	4.834561e+02	2.211429e-08
1.417797e-09	4.917214e+02	2.211429e-08
1.557495e-09	4.999867e+02	2.211429e-08
1.706730e-09	5.082520e+02	2.211429e-08
1.865807e-09	5.165173e+02	2.211429e-08
2.035032e-09	5.247827e+02	2.211429e-08
2.214711e-09	5.330480e+02	2.211429e-08
2.405172e-09	5.413133e+02	2.211429e-08
2.606775e-09	5.495786e+02	2.211429e-08
2.819966e-09	5.578439e+02	2.211429e-08
3.045373e-09	5.661092e+02	2.211429e-08
3.283996e-09	5.743745e+02	2.211429e-08
3.537611e-09	5.826398e+02	2.211429e-08
3.809542e-09	5.909051e+02	2.211429e-08
4.106163e-09	5.991704e+02	2.211429e-08
4.439738e-09	6.074357e+02	2.211429e-08
4.833731e-09	6.157010e+02	2.211429e-08
5.332513e-09	6.239663e+02	2.211429e-08
6.018868e-09	6.322316e+02	2.211429e-08
7.045041e-09	6.404969e+02	2.211429e-08
8.686948e-09	6.487622e+02	2.211429e-08
1.143745e-08	6.570276e+02	2.211429e-08
1.616409e-08	6.652929e+02	2.211429e-08
2.437278e-08	6.735582e+02	2.211429e-08
3.864061e-08	6.818235e+02	2.211429e-08
6.331662e-08	6.900888e+02	2.211429e-08
1.056381e-07	6.983541e+02	2.211429e-08
1.774793e-07	7.066194e+02	2.211429e-08
2.980451e-07	7.148847e+02	2.211429e-08
4.979392e-07	7.231500e+02	2.211429e-08
1.124292e-10	3.181500e+02	2.222449e-08
1.268702e-10	3.264153e+02	2.222449e-08
1.438864e-10	3.346806e+02	2.222449e-08
1.637728e-10	3.429459e+02	2.222449e-08
1.868349e-10	3.512112e+02	2.222449e-08
2.133875e-10	3.594765e+02	2.222449e-08
2.437529e-10	3.677418e+02	2.222449e-08
2.782591e-10	3.760071e+02	2.222449e-08
3.172394e-10	3.842724e+02	2.222449e-08
3.610302e-10	3.925378e+02	2.222449e-08
4.099684e-10	4.008031e+02	2.222449e-08
4.643932e-10	4.090684e+02	2.222449e-08
5.246430e-10	4.173337e+02	2.222449e-08
5.910550e-10	4.255990e+02	2.222449e-08
6.639644e-10	4.338643e+02	2.222449e-08
7.437038e-10	4.421296e+02	2.222449e-08
8.306024e-10	4.503949e+02	2.222449e-08
9.249859e-10	4.586602e+02	2.222449e-08
1.027176e-09	4.669255e+02	2.222449e-08
1.137491e-09	4.751908e+02	2.222449e-08
1.256244e-09	4.834561e+02	2.222449e-08
1.383745e-09	4.917214e+02	2.222449e-08
1.520299e-09	4.999867e+02	2.222449e-08
1.666210e-09	5.082520e+02	2.222449e-08
1.821778e-09	5.165173e+02	2.222449e-08
1.987307e-09	5.247827e+02	2.222449e-08
2.163097e-09	5.330480e+02	2.222449e-08
2.349472e-09	5.413133e+02	2.222449e-08
2.546791e-09	5.495786e+02	2.222449e-08
2.755495e-09	5.578439e+02	2.222449e-08
2.976206e-09	5.661092e+02	2.222449e-08
3.209924e-09	5.743745e+02	2.222449e-08
3.458418e-09	5.826398e+02	2.222449e-08
3.725009e-09	5.909051e+02	2.222449e-08
4.016066e-09	5.991704e+02	2.222449e-08
4.343849e-09	6.074357e+02	2.222449e-08
4.731818e-09	6.157010e+02	2.222449e-08
5.224338e-09	6.239663e+02	2.222449e-08
5.904188e-09	6.322316e+02	2.222449e-08
6.923607e-09	6.404969e+02	2.222449e-08
8.558507e-09	6.487622e+02	2.222449e-08
1.130174e-08	6.570276e+02	2.222449e-08
1.602085e-08	6.652929e+02	2.222449e-08
2.422172e-08	6.735582e+02	2.222449e-08
3.848145e-08	6.818235e+02	2.222449e-08
6.314908e-08	6.900888e+02	2.222449e-08
1.054618e-07	6.983541e+02	2.222449e-08
1.772941e-07	7.066194e+02	2.222449e-08
2.978505e-07	7.148847e+02	2.222449e-08
4.977350e-07	7.231500e+02	2.222449e-08
1.106892e-10	3.181500e+02	2.233469e-08
1.247044e-10	3.264153e+02	2.233469e-08
1.412267e-10	3.346806e+02	2.233469e-08
1.605449e-10	3.429459e+02	2.233469e-08
1.829584e-10	3.512112e+02	2.233469e-08
2.087758e-10	3.594765e+02	2.233469e-08
2.383132e-10	3.677418e+02	2.233469e-08
2.718927e-10	3.760071e+02	2.233469e-08
